	s_duration	s_measure	s_notes	s_intervals	s_isOnset	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	measureMisalignment	qualityScoreNotes	qualityNonChordTones	qualityMissingChordTones	qualitySquaredSum	incongruentBass
0.0	0.5	0.0	['A4', 'C#5', 'E5']	['M3', 'P5']	[True, True, True]	0.0	0.5	0.0	I	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None	False	['A', 'C#', 'E', 'A', 'C#', 'E', 'A', 'C#', 'E', 'A', 'C#', 'E']	0.0	0.0	0.0	0.0
0.125	0.5	0.0	['A4', 'C#5', 'E5']	['M3', 'P5']	[False, False, False]	0.0	0.5	0.0	I	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None	False	['A', 'C#', 'E', 'A', 'C#', 'E', 'A', 'C#', 'E', 'A', 'C#', 'E']	0.0	0.0	0.0	0.0
0.25	0.5	0.0	['A4', 'C#5', 'E5']	['M3', 'P5']	[False, False, False]	0.0	0.5	0.0	I	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None	False	['A', 'C#', 'E', 'A', 'C#', 'E', 'A', 'C#', 'E', 'A', 'C#', 'E']	0.0	0.0	0.0	0.0
0.375	0.5	0.0	['A4', 'C#5', 'E5']	['M3', 'P5']	[False, False, False]	0.0	0.5	0.0	I	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None	False	['A', 'C#', 'E', 'A', 'C#', 'E', 'A', 'C#', 'E', 'A', 'C#', 'E']	0.0	0.0	0.0	0.0
0.5	0.5	1.0	['A4', 'C#5', 'E5']	['M3', 'P5']	[True, True, True]	1.0	0.5	1.0	I	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None	False	['A', 'C#', 'E', 'A', 'C#', 'E', 'A', 'C#', 'E', 'A', 'C#', 'E']	0.0	0.0	0.0	0.0
0.625	0.5	1.0	['A4', 'C#5', 'E5']	['M3', 'P5']	[False, False, False]	1.0	0.5	1.0	I	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None	False	['A', 'C#', 'E', 'A', 'C#', 'E', 'A', 'C#', 'E', 'A', 'C#', 'E']	0.0	0.0	0.0	0.0
0.75	0.5	1.0	['A4', 'C#5', 'E5']	['M3', 'P5']	[False, False, False]	1.0	0.5	1.0	I	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None	False	['A', 'C#', 'E', 'A', 'C#', 'E', 'A', 'C#', 'E', 'A', 'C#', 'E']	0.0	0.0	0.0	0.0
0.875	0.5	1.0	['A4', 'C#5', 'E5']	['M3', 'P5']	[False, False, False]	1.0	0.5	1.0	I	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None	False	['A', 'C#', 'E', 'A', 'C#', 'E', 'A', 'C#', 'E', 'A', 'C#', 'E']	0.0	0.0	0.0	0.0
1.0	0.5	1.0	['G#5', 'A5', 'C#6', 'E6']	['m2', 'P4', 'm6']	[True, True, True, True]	1.0	0.5	2.0	I7	True	('G#', 'A', 'C#', 'E')	G#	A	3.0	major seventh chord	(1, 4, 8, 9)	A	A	1	None	False	['G#', 'A', 'C#', 'E', 'G#', 'A', 'C#', 'E', 'G#', 'A', 'C#', 'E', 'G#', 'A', 'C#', 'E']	0.0	0.0	0.0	0.0
1.125	0.5	1.0	['G#5', 'A5', 'C#6', 'E6']	['m2', 'P4', 'm6']	[False, False, False, False]	1.0	0.5	2.0	I7	False	('G#', 'A', 'C#', 'E')	G#	A	3.0	major seventh chord	(1, 4, 8, 9)	A	A	1	None	False	['G#', 'A', 'C#', 'E', 'G#', 'A', 'C#', 'E', 'G#', 'A', 'C#', 'E', 'G#', 'A', 'C#', 'E']	0.0	0.0	0.0	0.0
1.25	0.5	1.0	['G#5', 'A5', 'C#6', 'E6']	['m2', 'P4', 'm6']	[False, False, False, False]	1.0	0.5	2.0	I7	False	('G#', 'A', 'C#', 'E')	G#	A	3.0	major seventh chord	(1, 4, 8, 9)	A	A	1	None	False	['G#', 'A', 'C#', 'E', 'G#', 'A', 'C#', 'E', 'G#', 'A', 'C#', 'E', 'G#', 'A', 'C#', 'E']	0.0	0.0	0.0	0.0
