	s_duration	s_measure	s_notes	s_intervals	s_isOnset	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	measureMisalignment	qualityScoreNotes	qualityNonChordTones	qualityMissingChordTones	qualitySquaredSum	incongruentBass
0.0	0.25	0.0	['E4']	[]	[True]	0.0	1.0	0.0	I	True	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	E	E	1	None	False	['E', 'E', 'B', 'B', 'G#', 'G#', 'B', 'B']	0.0	0.0	0.0	0.75
0.125	0.25	0.0	['E4']	[]	[False]	0.0	1.0	0.0	I	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	E	E	1	None	False	['E', 'E', 'B', 'B', 'G#', 'G#', 'B', 'B']	0.0	0.0	0.0	0.75
0.25	0.25	0.0	['B4']	[]	[True]	0.0	1.0	0.0	I	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	E	E	1	None	False	['E', 'E', 'B', 'B', 'G#', 'G#', 'B', 'B']	0.0	0.0	0.0	0.75
0.375	0.25	0.0	['B4']	[]	[False]	0.0	1.0	0.0	I	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	E	E	1	None	False	['E', 'E', 'B', 'B', 'G#', 'G#', 'B', 'B']	0.0	0.0	0.0	0.75
0.5	0.25	0.0	['G#4']	[]	[True]	0.0	1.0	0.0	I	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	E	E	1	None	False	['E', 'E', 'B', 'B', 'G#', 'G#', 'B', 'B']	0.0	0.0	0.0	0.75
0.625	0.25	0.0	['G#4']	[]	[False]	0.0	1.0	0.0	I	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	E	E	1	None	False	['E', 'E', 'B', 'B', 'G#', 'G#', 'B', 'B']	0.0	0.0	0.0	0.75
0.75	0.25	0.0	['B4']	[]	[True]	0.0	1.0	0.0	I	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	E	E	1	None	False	['E', 'E', 'B', 'B', 'G#', 'G#', 'B', 'B']	0.0	0.0	0.0	0.75
0.875	0.25	0.0	['B4']	[]	[False]	0.0	1.0	0.0	I	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	E	E	1	None	False	['E', 'E', 'B', 'B', 'G#', 'G#', 'B', 'B']	0.0	0.0	0.0	0.75
1.0	0.25	1.0	['D#5']	[]	[True]	1.0	1.0	1.0	V	True	('D#', 'F#', 'B')	D#	B	1.0	major triad	(3, 6, 11)	E	E	5	None	False	['D#', 'D#', 'B', 'B', 'F#', 'F#', 'B', 'B']	0.0	0.0	0.0	0.75
1.125	0.25	1.0	['D#5']	[]	[False]	1.0	1.0	1.0	V	False	('D#', 'F#', 'B')	D#	B	1.0	major triad	(3, 6, 11)	E	E	5	None	False	['D#', 'D#', 'B', 'B', 'F#', 'F#', 'B', 'B']	0.0	0.0	0.0	0.75
