	onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0	0	1	0.0	0	0.5	1/2	1	6	4	1	0.0	G4	67	True	G	0	0	1.0	1	P2-Staff2	1	1.0	1.0	0.0	viio7	True	('G', 'A#', 'C#', 'E')	G	A#	3.0	diminished seventh chord	(1, 4, 7, 10)	B	B	7	None
1	0	2	0.0	0	1.0	1	1	6	4	1	0.0	G3	55	True	G	0	0	1.0	1	P2-Staff2	1	1.0	1.0	0.0	viio7	True	('G', 'A#', 'C#', 'E')	G	A#	3.0	diminished seventh chord	(1, 4, 7, 10)	B	B	7	None
2	0	2	0.0	0	1.0	1	1	6	4	1	0.0	A#3	58	True	A	1	0	1.0	1	P2-Staff2	1	1.0	1.0	0.0	viio7	True	('G', 'A#', 'C#', 'E')	G	A#	3.0	diminished seventh chord	(1, 4, 7, 10)	B	B	7	None
3	0	2	0.0	0	1.0	1	1	6	4	1	0.0	C#4	61	True	C	1	0	1.0	1	P2-Staff2	1	1.0	1.0	0.0	viio7	True	('G', 'A#', 'C#', 'E')	G	A#	3.0	diminished seventh chord	(1, 4, 7, 10)	B	B	7	None
4	0	2	0.0	0	1.0	1	1	6	4	1	0.0	E4	64	True	E	0	0	1.0	1	P2-Staff2	1	1.0	1.0	0.0	viio7	True	('G', 'A#', 'C#', 'E')	G	A#	3.0	diminished seventh chord	(1, 4, 7, 10)	B	B	7	None
5	1	1	0.5	1/2	0.5	1/2	1	6	4	1	0.16700000000000004	E5	76	True	E	0	1/8	1.167	0	P2-Staff2	1	1.0	1.0	0.0	viio7	False	('G', 'A#', 'C#', 'E')	G	A#	3.0	diminished seventh chord	(1, 4, 7, 10)	B	B	7	None
6	2	1	1.0	1	0.5	1/2	1	6	4	1	0.33299999999999996	F#4	66	True	F	1	1/4	1.333	0	P2-Staff2	1	1.0	1.0	1.0	iii	True	('F#', 'A#', 'D#')	F#	D#	1.0	minor triad	(3, 6, 10)	B	B	3	None
7	2	2	1.0	1	1.0	1	1	6	4	1	0.33299999999999996	F#3	54	True	F	1	1/4	1.333	0	P2-Staff2	1	1.0	1.0	1.0	iii	True	('F#', 'A#', 'D#')	F#	D#	1.0	minor triad	(3, 6, 10)	B	B	3	None
8	2	2	1.0	1	1.0	1	1	6	4	1	0.33299999999999996	A#3	58	True	A	1	1/4	1.333	0	P2-Staff2	1	1.0	1.0	1.0	iii	True	('F#', 'A#', 'D#')	F#	D#	1.0	minor triad	(3, 6, 10)	B	B	3	None
9	2	2	1.0	1	1.0	1	1	6	4	1	0.33299999999999996	D#4	63	True	D	1	1/4	1.333	0	P2-Staff2	1	1.0	1.0	1.0	iii	True	('F#', 'A#', 'D#')	F#	D#	1.0	minor triad	(3, 6, 10)	B	B	3	None
10	3	1	1.5	3/2	0.5	1/2	1	6	4	1	0.5	D#5	75	True	D	1	3/8	1.5	0	P2-Staff2	1	1.0	1.0	1.0	iii	False	('F#', 'A#', 'D#')	F#	D#	1.0	minor triad	(3, 6, 10)	B	B	3	None
