onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ks_fifths	ts_beats	ts_beat_type	measureNumberWithSuffix	onset_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label
0	1	0.0	0	0.25	1/4	0	2	2	4	0	0.0	A4	69	True	A	0	0	1.0	1	P2-Staff2	1	0	0.25	0	V	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	D	D	5	None	V	True
1	2	0.25	1/4	0.5	1/2	1	2	2	4	1	0.25	D5	74	True	D	0	0	1.0	1	P2-Staff2	2	1	0.5	1	I	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	D	D	1	None	I	True
1	1	0.25	1/4	0.25	1/4	1	2	2	4	1	0.25	D4	62	True	D	0	0	1.0	1	P2-Staff2	2	1	0.5	1	I	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	D	D	1	None	I	True
2	1	0.5	1/2	0.25	1/4	1	2	2	4	1	0.5	F#4	66	True	F	1	1/16	1.25	0	P2-Staff2	1	1	0.5	1	I	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	D	D	1	None	I	True
2	1	0.5	1/2	0.25	1/4	1	2	2	4	1	0.5	D5	74	True	D	0	1/16	1.25	0	P2-Staff2	1	1	0.5	1	I	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	D	D	1	None	I	True
3	1	0.75	3/4	0.25	1/4	1	2	2	4	1	0.75	C#5	73	True	C	1	1/8	1.5	0	P2-Staff2	2	1	0.5	2	I	True	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	D	D	1	None	I	True
3	1	0.75	3/4	0.25	1/4	1	2	2	4	1	0.75	F#4	66	True	F	1	1/8	1.5	0	P2-Staff2	2	1	0.5	2	I	True	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	D	D	1	None	I	True
4	1	1.0	1	0.25	1/4	1	2	2	4	1	1.0	C#5	73	True	C	1	3/16	1.75	0	P2-Staff2	2	1	0.5	2	I	False	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	D	D	1	None	I	True
4	1	1.0	1	0.25	1/4	1	2	2	4	1	1.0	A4	69	True	A	0	3/16	1.75	0	P2-Staff2	1	1	0.5	2	I	False	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	D	D	1	None	I	True
4	1	1.0	1	0.25	1/4	1	2	2	4	1	1.0	C#5	73	True	C	1	3/16	1.75	0	P2-Staff2	1	1	0.5	2	I	False	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	D	D	1	None	I	True
