	onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0	0	8	0.0	0	4.0	4	1	4	4	1	0.0	D4	62	True	D	0	0	1.0	1	Basso	1	1.0	4.0	0.0	i	True	('D', 'F', 'A')	D	D	0.0	minor triad	(2, 5, 9)	d	d	1	None
1	8	8	4.0	4	4.0	4	2	4	4	2	4.0	A3	57	True	A	0	0	1.0	1	Basso	1	2.0	4.0	1.0	i	True	('D', 'F', 'A')	D	D	0.0	minor triad	(2, 5, 9)	d	d	1	None
2	12	4	6.0	6	2.0	2	2	4	4	2	6.0	D4	62	True	D	0	1/2	3.0	3	Basso	1	2.0	4.0	1.0	i	False	('D', 'F', 'A')	D	D	0.0	minor triad	(2, 5, 9)	d	d	1	None
3	12	4	6.0	6	2.0	2	2	4	4	2	6.0	F3	53	True	F	0	1/2	3.0	3	Basso	1	2.0	4.0	1.0	i	False	('D', 'F', 'A')	D	D	0.0	minor triad	(2, 5, 9)	d	d	1	None
4	12	4	6.0	6	2.0	2	2	4	4	2	6.0	D3	50	True	D	0	1/2	3.0	3	Basso	1	2.0	4.0	1.0	i	False	('D', 'F', 'A')	D	D	0.0	minor triad	(2, 5, 9)	d	d	1	None
5	16	8	8.0	8	4.0	4	3	4	4	3	8.0	C#4	61	True	C	1	0	1.0	1	Basso	1	3.0	4.0	2.0	V	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	d	d	5	None
6	16	8	8.0	8	4.0	4	3	4	4	3	8.0	A3	57	True	A	0	0	1.0	1	Basso	1	3.0	4.0	2.0	V	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	d	d	5	None
7	16	8	8.0	8	4.0	4	3	4	4	3	8.0	E3	52	True	E	0	0	1.0	1	Basso	1	3.0	4.0	2.0	V	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	d	d	5	None
8	16	8	8.0	8	4.0	4	3	4	4	3	8.0	A2	45	True	A	0	0	1.0	1	Basso	1	3.0	4.0	2.0	V	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	d	d	5	None
9	20	4	10.0	10	2.0	2	3	4	4	3	10.0	A4	69	True	A	0	1/2	3.0	3	Basso	1	3.0	4.0	2.0	V	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	d	d	5	None
10	24	4	12.0	12	2.0	2	4	4	4	4	12.0	C#4	61	False	C	1	0	1.0	1	Basso	1	4.0	4.0	3.0	V	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	d	d	5	None
11	24	6	12.0	12	3.0	3	4	4	4	4	12.0	E4	64	True	E	0	0	1.0	1	Basso	1	4.0	4.0	3.0	V	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	d	d	5	None
12	24	8	12.0	12	4.0	4	4	4	4	4	12.0	A3	57	True	A	0	0	1.0	1	Basso	1	4.0	4.0	3.0	V	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	d	d	5	None
13	24	4	12.0	12	2.0	2	4	4	4	4	12.0	E3	52	False	E	0	0	1.0	1	Basso	1	4.0	4.0	3.0	V	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	d	d	5	None
14	24	4	12.0	12	2.0	2	4	4	4	4	12.0	A2	45	False	A	0	0	1.0	1	Basso	1	4.0	4.0	3.0	V	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	d	d	5	None
15	28	4	14.0	14	2.0	2	4	4	4	4	14.0	C#4	61	True	C	1	1/2	3.0	3	Basso	1	4.0	4.0	3.0	V	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	d	d	5	None
16	28	4	14.0	14	2.0	2	4	4	4	4	14.0	E3	52	True	E	0	1/2	3.0	3	Basso	1	4.0	4.0	3.0	V	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	d	d	5	None
