j_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0.0	0.25	0	['G4']	[]	[True]	0.0	0.5	0.0	V9	True	('A', 'C#', 'E', 'G', 'B-')	A	A	0.0	flat-ninth pentachord	(1, 4, 7, 9, 10)	d	d	5	None
0.25	0.25	0	['A4']	[]	[True]	0.0	0.5	0.0	V9	False	('A', 'C#', 'E', 'G', 'B-')	A	A	0.0	flat-ninth pentachord	(1, 4, 7, 9, 10)	d	d	5	None
0.5	0.25	1	['A2', 'B-4']	['m2']	[True, True]	1.0	1.5	1.0	V9	True	('A', 'C#', 'E', 'G', 'B-')	A	A	0.0	flat-ninth pentachord	(1, 4, 7, 9, 10)	d	d	5	None
0.75	0.25	1	['A2', 'A4']	['P1']	[False, True]	1.0	1.5	1.0	V9	False	('A', 'C#', 'E', 'G', 'B-')	A	A	0.0	flat-ninth pentachord	(1, 4, 7, 9, 10)	d	d	5	None
1.0	0.25	1	['G3', 'B-3', 'C#4', 'E4', 'G4']	['m3', 'A4', 'M6', 'P1']	[True, True, True, True, True]	1.0	1.5	1.0	V9	False	('A', 'C#', 'E', 'G', 'B-')	A	A	0.0	flat-ninth pentachord	(1, 4, 7, 9, 10)	d	d	5	None
1.25	0.25	1	['G3', 'B-3', 'C#4', 'E4', 'E5']	['m3', 'A4', 'M6', 'M6']	[True, True, True, True, True]	1.0	1.5	1.0	V9	False	('A', 'C#', 'E', 'G', 'B-')	A	A	0.0	flat-ninth pentachord	(1, 4, 7, 9, 10)	d	d	5	None
1.5	0.25	1	['G3', 'B-3', 'C#4', 'E4', 'D5']	['m3', 'A4', 'M6', 'P5']	[True, True, True, True, True]	1.0	1.5	1.0	V9	False	('A', 'C#', 'E', 'G', 'B-')	A	A	0.0	flat-ninth pentachord	(1, 4, 7, 9, 10)	d	d	5	None
1.75	0.25	1	['G3', 'B-3', 'C#4', 'E4', 'C#5']	['m3', 'A4', 'M6', 'A4']	[False, False, False, False, True]	1.0	1.5	1.0	V9	False	('A', 'C#', 'E', 'G', 'B-')	A	A	0.0	flat-ninth pentachord	(1, 4, 7, 9, 10)	d	d	5	None
2.0	0.25	2	['A2', 'D5']	['P4']	[True, True]	2.0	1.5	2.0	i	True	('A', 'D', 'F')	A	D	2.0	minor triad	(2, 5, 9)	d	d	1	None
2.25	0.25	2	['A2', 'A5']	['P1']	[False, True]	2.0	1.5	2.0	i	False	('A', 'D', 'F')	A	D	2.0	minor triad	(2, 5, 9)	d	d	1	None
2.5	0.25	2	['A3', 'D4', 'F4', 'G5']	['P4', 'm6', 'm7']	[True, True, True, True]	2.0	1.5	2.0	i	False	('A', 'D', 'F')	A	D	2.0	minor triad	(2, 5, 9)	d	d	1	None
2.75	0.25	2	['A3', 'D4', 'F4', 'F5']	['P4', 'm6', 'm6']	[True, True, True, True]	2.0	1.5	2.0	i	False	('A', 'D', 'F')	A	D	2.0	minor triad	(2, 5, 9)	d	d	1	None
3.0	0.25	2	['A3', 'D4', 'F4', 'E5']	['P4', 'm6', 'P5']	[True, True, True, True]	2.0	1.5	2.0	i	False	('A', 'D', 'F')	A	D	2.0	minor triad	(2, 5, 9)	d	d	1	None
3.25	0.25	2	['A3', 'D4', 'F4', 'F5']	['P4', 'm6', 'm6']	[False, False, False, True]	2.0	1.5	2.0	i	False	('A', 'D', 'F')	A	D	2.0	minor triad	(2, 5, 9)	d	d	1	None
3.5	0.25	3	['A2', 'E5']	['P5']	[True, True]	3.0	1.5	3.0	viio7/v	True	('G#', 'B', 'D', 'F')	G#	G#	0.0	diminished seventh chord	(2, 5, 8, 11)	d	a	#7	5
3.75	0.25	3	['A2', 'D5']	['P4']	[False, True]	3.0	1.5	3.0	viio7/v	False	('G#', 'B', 'D', 'F')	G#	G#	0.0	diminished seventh chord	(2, 5, 8, 11)	d	a	#7	5
4.0	0.25	3	['G#3', 'B3', 'F4', 'C#5']	['m3', 'd7', 'P4']	[True, True, True, True]	3.0	1.5	3.0	viio7/v	False	('G#', 'B', 'D', 'F')	G#	G#	0.0	diminished seventh chord	(2, 5, 8, 11)	d	a	#7	5
4.25	0.25	3	['G#3', 'B3', 'F4', 'D5']	['m3', 'd7', 'd5']	[True, True, True, True]	3.0	1.5	3.0	viio7/v	False	('G#', 'B', 'D', 'F')	G#	G#	0.0	diminished seventh chord	(2, 5, 8, 11)	d	a	#7	5
4.5	0.25	3	['G#3', 'B3', 'F4', 'E5']	['m3', 'd7', 'm6']	[True, True, True, True]	3.0	1.5	3.0	viio7/v	False	('G#', 'B', 'D', 'F')	G#	G#	0.0	diminished seventh chord	(2, 5, 8, 11)	d	a	#7	5
4.75	0.25	3	['G#3', 'B3', 'F4', 'F5']	['m3', 'd7', 'd7']	[False, False, False, True]	3.0	1.5	3.0	viio7/v	False	('G#', 'B', 'D', 'F')	G#	G#	0.0	diminished seventh chord	(2, 5, 8, 11)	d	a	#7	5
5.0	0.25	4	['A2', 'E5']	['P5']	[True, True]	4.0	1.5	4.0	V	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	d	d	5	None
5.25	0.25	4	['A2', 'C#5']	['M3']	[False, True]	4.0	1.5	4.0	V	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	d	d	5	None
5.5	0.25	4	['A3', 'C#4', 'E4', 'A4']	['M3', 'P5', 'P1']	[True, True, True, True]	4.0	1.5	4.0	V	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	d	d	5	None
5.75	0.25	4	['A3', 'C#4', 'E4', 'B-4']	['M3', 'P5', 'm2']	[True, True, True, True]	4.0	1.5	4.0	V	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	d	d	5	None
6.0	0.25	4	['A3', 'C#4', 'E4', 'G4', 'A4']	['M3', 'P5', 'm7', 'P1']	[True, True, True, True, True]	4.0	1.5	4.0	V	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	d	d	5	None
6.25	0.25	4	['A3', 'C#4', 'E4', 'A4']	['M3', 'P5', 'P1']	[False, False, False, False]	4.0	1.5	4.0	V	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	d	d	5	None
6.5	0.25	5	['A2', 'A4', 'B-4']	['P1', 'm2']	[True, True, True]	5.0	1.5	5.0	V9	True	('A', 'C#', 'E', 'G', 'B-')	A	A	0.0	flat-ninth pentachord	(1, 4, 7, 9, 10)	d	d	5	None
6.75	0.25	5	['A2', 'A4']	['P1']	[False, False]	5.0	1.5	5.0	V9	False	('A', 'C#', 'E', 'G', 'B-')	A	A	0.0	flat-ninth pentachord	(1, 4, 7, 9, 10)	d	d	5	None
7.0	0.25	5	['G3', 'B-3', 'C#4', 'E4', 'G4', 'A4']	['m3', 'A4', 'M6', 'P1', 'M2']	[True, True, True, True, True, False]	5.0	1.5	5.0	V9	False	('A', 'C#', 'E', 'G', 'B-')	A	A	0.0	flat-ninth pentachord	(1, 4, 7, 9, 10)	d	d	5	None
7.25	0.25	5	['G3', 'B-3', 'C#4', 'E4', 'A4', 'E5']	['m3', 'A4', 'M6', 'M2', 'M6']	[True, True, True, True, False, True]	5.0	1.5	5.0	V9	False	('A', 'C#', 'E', 'G', 'B-')	A	A	0.0	flat-ninth pentachord	(1, 4, 7, 9, 10)	d	d	5	None
7.5	0.25	5	['G3', 'B-3', 'C#4', 'E4', 'A4', 'D5']	['m3', 'A4', 'M6', 'M2', 'P5']	[True, True, True, True, True, True]	5.0	1.5	5.0	V9	False	('A', 'C#', 'E', 'G', 'B-')	A	A	0.0	flat-ninth pentachord	(1, 4, 7, 9, 10)	d	d	5	None
7.75	0.25	5	['G3', 'B-3', 'C#4', 'E4', 'A4', 'C#5']	['m3', 'A4', 'M6', 'M2', 'A4']	[False, False, False, False, False, True]	5.0	1.5	5.0	V9	False	('A', 'C#', 'E', 'G', 'B-')	A	A	0.0	flat-ninth pentachord	(1, 4, 7, 9, 10)	d	d	5	None
8.0	0.25	6	['A2', 'D5']	['P4']	[True, True]	6.0	1.5	6.0	i	True	('A', 'D', 'F')	A	D	2.0	minor triad	(2, 5, 9)	d	d	1	None
8.25	0.25	6	['A2', 'D5', 'A5']	['P4', 'P1']	[False, False, True]	6.0	1.5	6.0	i	False	('A', 'D', 'F')	A	D	2.0	minor triad	(2, 5, 9)	d	d	1	None
8.5	0.25	6	['A3', 'D4', 'F4', 'D5', 'G5']	['P4', 'm6', 'P4', 'm7']	[True, True, True, False, True]	6.0	1.5	6.0	i	False	('A', 'D', 'F')	A	D	2.0	minor triad	(2, 5, 9)	d	d	1	None
8.75	0.25	6	['A3', 'D4', 'F4', 'D5', 'F5']	['P4', 'm6', 'P4', 'm6']	[True, True, True, True, True]	6.0	1.5	6.0	i	False	('A', 'D', 'F')	A	D	2.0	minor triad	(2, 5, 9)	d	d	1	None
9.0	0.25	6	['A3', 'D4', 'F4', 'D5', 'E5']	['P4', 'm6', 'P4', 'P5']	[True, True, True, True, True]	6.0	1.5	6.0	i	False	('A', 'D', 'F')	A	D	2.0	minor triad	(2, 5, 9)	d	d	1	None
