onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beats	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0	6	0.0	0	3.0	3	1	4	4	1	0.0	A4	69	True	A	0	0	1.0	1	Basso	1	1	4.0	0	i	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	d	d	1	None
6	1	3.0	3	0.5	1/2	1	4	4	1	3.0	A4	69	True	A	0	3/4	4.0	4	Basso	1	1	4.0	0	i	False	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	d	d	1	None
7	1	3.5	7/2	0.5	1/2	1	4	4	1	3.5	A4	69	True	A	0	7/8	4.5	0	Basso	1	1	4.0	0	i	False	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	d	d	1	None
8	2	4.0	4	1.0	1	2	4	4	2	4.0	A4	69	True	A	0	0	1.0	1	Basso	1	2	4.0	1	i	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	d	d	1	None
10	2	5.0	5	1.0	1	2	4	4	2	5.0	A4	69	True	A	0	1/4	2.0	2	Basso	1	2	4.0	1	i	False	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	d	d	1	None
12	4	6.0	6	2.0	2	2	4	4	2	6.0	F5	77	True	F	0	1/2	3.0	3	Basso	1	2	4.0	1	i	False	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	d	d	1	None
		8.0																			3	4.0	2	i	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	d	d	1	None
18	2	9.0	9	1.0	1	3	4	4	3	9.0	A4	69	True	A	0	1/4	2.0	2	Basso	1	3	4.0	2	i	False	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	d	d	1	None
20	2	10.0	10	1.0	1	3	4	4	3	10.0	A4	69	True	A	0	1/2	3.0	3	Basso	1	3	4.0	2	i	False	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	d	d	1	None
20	4	10.0	10	2.0	2	3	4	4	3	10.0	D4	62	True	D	0	1/2	3.0	3	Basso	1	3	4.0	2	i	False	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	d	d	1	None
22	2	11.0	11	1.0	1	3	4	4	3	11.0	A4	69	True	A	0	3/4	4.0	4	Basso	1	3	4.0	2	i	False	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	d	d	1	None
24	2	12.0	12	1.0	1	4	4	4	4	12.0	D4	62	False	D	0	0	1.0	1	Basso	1	4	4.0	3	i	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	d	d	1	None
24	4	12.0	12	2.0	2	4	4	4	4	12.0	A4	69	True	A	0	0	1.0	1	Basso	1	4	4.0	3	i	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	d	d	1	None
26	1	13.0	13	0.5	1/2	4	4	4	4	13.0	D4	62	True	D	0	1/4	2.0	2	Basso	1	4	4.0	3	i	False	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	d	d	1	None
27	1	13.5	27/2	0.5	1/2	4	4	4	4	13.5	D4	62	True	D	0	3/8	2.5	0	Basso	1	4	4.0	3	i	False	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	d	d	1	None
28	2	14.0	14	1.0	1	4	4	4	4	14.0	A4	69	True	A	0	1/2	3.0	3	Basso	1	4	4.0	3	i	False	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	d	d	1	None
28	2	14.0	14	1.0	1	4	4	4	4	14.0	D4	62	True	D	0	1/2	3.0	3	Basso	1	4	4.0	3	i	False	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	d	d	1	None
30	2	15.0	15	1.0	1	4	4	4	4	15.0	A4	69	True	A	0	3/4	4.0	4	Basso	1	4	4.0	3	i	False	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	d	d	1	None
30	2	15.0	15	1.0	1	4	4	4	4	15.0	D4	62	True	D	0	3/4	4.0	4	Basso	1	4	4.0	3	i	False	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	d	d	1	None
32	2	16.0	16	1.0	1	5	4	4	5	16.0	G4	67	True	G	0	0	1.0	1	Basso	1	5	2.0	4	iv	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	d	d	4	None
32	4	16.0	16	2.0	2	5	4	4	5	16.0	B-4	70	True	B	-1	0	1.0	1	Basso	1	5	2.0	4	iv	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	d	d	4	None
34	2	17.0	17	1.0	1	5	4	4	5	17.0	G4	67	True	G	0	1/4	2.0	2	Basso	1	5	2.0	4	iv	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	d	d	4	None
36	4	18.0	18	2.0	2	5	4	4	5	18.0	F4	65	True	F	0	1/2	3.0	3	Basso	1	5	2.0	5	i	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	d	d	1	None
36	4	18.0	18	2.0	2	5	4	4	5	18.0	A4	69	True	A	0	1/2	3.0	3	Basso	1	5	2.0	5	i	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	d	d	1	None
38	2	19.0	19	1.0	1	5	4	4	5	19.0	D4	62	True	D	0	3/4	4.0	4	Basso	1	5	2.0	5	i	False	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	d	d	1	None
