	onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0	0.0	4.0	0.0	0	1.0	1	1.0	4	4	1	0.0	G#4	68.0	True	G	1.0	0	1.0	1.0	Basso	1	1.0	2.5	0.0	V	True	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	a	a	5	None
1	0.0	4.0	0.0	0	1.0	1	1.0	4	4	1	0.0	B4	71.0	True	B	0.0	0	1.0	1.0	Basso	1	1.0	2.5	0.0	V	True	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	a	a	5	None
2	0.0	4.0	0.0	0	1.0	1	1.0	4	4	1	0.0	E4	64.0	True	E	0.0	0	1.0	1.0	Basso	1	1.0	2.5	0.0	V	True	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	a	a	5	None
3	4.0	4.0	1.0	1	1.0	1	1.0	4	4	1	1.0	G#4	68.0	True	G	1.0	1/4	2.0	2.0	Basso	1	1.0	2.5	0.0	V	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	a	a	5	None
4	4.0	4.0	1.0	1	1.0	1	1.0	4	4	1	1.0	B4	71.0	True	B	0.0	1/4	2.0	2.0	Basso	1	1.0	2.5	0.0	V	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	a	a	5	None
5	4.0	4.0	1.0	1	1.0	1	1.0	4	4	1	1.0	E4	64.0	True	E	0.0	1/4	2.0	2.0	Basso	1	1.0	2.5	0.0	V	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	a	a	5	None
6	8.0	4.0	2.0	2	1.0	1	1.0	4	4	1	2.0	G#4	68.0	True	G	1.0	1/2	3.0	3.0	Basso	1	1.0	2.5	0.0	V	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	a	a	5	None
7	8.0	4.0	2.0	2	1.0	1	1.0	4	4	1	2.0	B4	71.0	True	B	0.0	1/2	3.0	3.0	Basso	1	1.0	2.5	0.0	V	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	a	a	5	None
8	8.0	4.0	2.0	2	1.0	1	1.0	4	4	1	2.0	E4	64.0	True	E	0.0	1/2	3.0	3.0	Basso	1	1.0	2.5	0.0	V	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	a	a	5	None
9			2.5																			1.0	1.5	1.0	i	True	('A', 'C', 'E')	A	A	0.0	minor triad	(0, 4, 9)	a	a	1	None
