j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	s_note	s_midi	s_isOnset	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0.0	0	0.5	1/2	0.0	E4	64.0	True	P1-Staff3	1	0.0	0.5	0.0	V	True	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	A	A	5	None
0.5	1/2	0.5	1/2	1.0	A4	69.0	True	P1-Staff3	1	1.0	2.0	1.0	I	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None
1.0	1	0.5	1/2	1.0	B4	71.0	True	P1-Staff3	1	1.0	2.0	1.0	I	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None
1.5	3/2	0.5	1/2	1.0	C#5	73.0	True	P1-Staff3	1	1.0	2.0	1.0	I	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None
1.5	3/2	0.5	1/2	1.0	A3	57.0	True	P1-Staff3	1	1.0	2.0	1.0	I	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None
1.5	3/2	0.5	1/2	1.0	C#4	61.0	True	P1-Staff3	1	1.0	2.0	1.0	I	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None
2.0	2	0.5	1/2	1.0	D5	74.0	True	P1-Staff3	1	1.0	2.0	1.0	I	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None
2.5	5/2	0.75	3/4	2.0	E5	76.0	True	P1-Staff3	1	2.0	2.0	2.0	V	True	('G#', 'B', 'E')	G#	E	1.0	major triad	(4, 8, 11)	A	A	5	None
2.5	5/2	0.5	1/2	2.0	G#3	56.0	True	P1-Staff3	1	2.0	2.0	2.0	V	True	('G#', 'B', 'E')	G#	E	1.0	major triad	(4, 8, 11)	A	A	5	None
2.5	5/2	0.5	1/2	2.0	B3	59.0	True	P1-Staff3	1	2.0	2.0	2.0	V	True	('G#', 'B', 'E')	G#	E	1.0	major triad	(4, 8, 11)	A	A	5	None
3.25	13/4	0.25	1/4	2.0	F#5	78.0	True	P1-Staff3	1	2.0	2.0	2.0	V	False	('G#', 'B', 'E')	G#	E	1.0	major triad	(4, 8, 11)	A	A	5	None
3.5	7/2	0.5	1/2	2.0	E5	76.0	True	P1-Staff3	1	2.0	2.0	2.0	V	False	('G#', 'B', 'E')	G#	E	1.0	major triad	(4, 8, 11)	A	A	5	None
3.5	7/2	0.5	1/2	2.0	G#3	56.0	True	P1-Staff3	1	2.0	2.0	2.0	V	False	('G#', 'B', 'E')	G#	E	1.0	major triad	(4, 8, 11)	A	A	5	None
3.5	7/2	0.5	1/2	2.0	E4	64.0	True	P1-Staff3	1	2.0	2.0	2.0	V	False	('G#', 'B', 'E')	G#	E	1.0	major triad	(4, 8, 11)	A	A	5	None
4.0	4	0.5	1/2	2.0	D5	74.0	True	P1-Staff3	1	2.0	2.0	2.0	V	False	('G#', 'B', 'E')	G#	E	1.0	major triad	(4, 8, 11)	A	A	5	None
4.5	9/2	0.5	1/2	3.0	C#5	73.0	True	P1-Staff3	1	3.0	0.5	3.0	I	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None
4.5	9/2	0.5	1/2	3.0	A3	57.0	True	P1-Staff3	1	3.0	0.5	3.0	I	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None
4.5	9/2	0.5	1/2	3.0	E4	64.0	True	P1-Staff3	1	3.0	0.5	3.0	I	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None
5.0	5	0.5	1/2	3.0	A4	69.0	True	P1-Staff3	1	3.0	0.5	4.0	I	True	('C#', 'E', 'A')	C#	A	1.0	major triad	(1, 4, 9)	A	A	1	None
5.0	5	0.5	1/2	3.0	C#4	61.0	True	P1-Staff3	1	3.0	0.5	4.0	I	True	('C#', 'E', 'A')	C#	A	1.0	major triad	(1, 4, 9)	A	A	1	None
5.5	11/2	0.5	1/2	3.0	B3	59.0	True	P1-Staff3	1	3.0	0.5	5.0	viio	True	('B', 'D', 'G#')	B	G#	1.0	diminished triad	(2, 8, 11)	A	A	7	None
5.5	11/2	0.5	1/2	3.0	G#4	68.0	True	P1-Staff3	1	3.0	0.5	5.0	viio	True	('B', 'D', 'G#')	B	G#	1.0	diminished triad	(2, 8, 11)	A	A	7	None
5.5	11/2	0.5	1/2	3.0	D5	74.0	True	P1-Staff3	1	3.0	0.5	5.0	viio	True	('B', 'D', 'G#')	B	G#	1.0	diminished triad	(2, 8, 11)	A	A	7	None
6.0	6	0.5	1/2	3.0	A4	69.0	True	P1-Staff3	1	3.0	0.5	6.0	I	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None
6.0	6	0.5	1/2	3.0	C#5	73.0	True	P1-Staff3	1	3.0	0.5	6.0	I	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None
6.0	6	0.5	1/2	3.0	A3	57.0	True	P1-Staff3	1	3.0	0.5	6.0	I	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None
6.5	13/2	0.5	1/2	4.0	A4	69.0	True	P1-Staff3	1	4.0	1.0	7.0	V	True	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	A	A	5	None
6.5	13/2	0.5	1/2	4.0	C#5	73.0	True	P1-Staff3	1	4.0	1.0	7.0	V	True	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	A	A	5	None
6.5	13/2	0.5	1/2	4.0	E3	52.0	True	P1-Staff3	1	4.0	1.0	7.0	V	True	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	A	A	5	None
7.0	7	0.5	1/2	4.0	B4	71.0	True	P1-Staff3	1	4.0	1.0	7.0	V	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	A	A	5	None
7.0	7	0.5	1/2	4.0	G#4	68.0	True	P1-Staff3	1	4.0	1.0	7.0	V	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	A	A	5	None
7.5	15/2	0.5	1/2	4.0	E3	52.0	True	P1-Staff3	1	4.0	1.0	8.0	V	True	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	A	A	5	None
8.0	8	0.5	1/2	4.0	E4	64.0	True	P1-Staff3	1	4.0	1.0	8.0	V	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	A	A	5	None
8.5	17/2	0.5	1/2	5.0	A4	69.0	True	P1-Staff3	1	5.0	2.0	9.0	I	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None
8.5	17/2	0.5	1/2	5.0	A3	57.0	True	P1-Staff3	1	5.0	2.0	9.0	I	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None
8.5	17/2	0.5	1/2	5.0	C#4	61.0	True	P1-Staff3	1	5.0	2.0	9.0	I	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None
9.0	9	0.5	1/2	5.0	B4	71.0	True	P1-Staff3	1	5.0	2.0	9.0	I	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None
