	s_duration	s_measure	s_notes	s_intervals	s_isOnset	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	measureMisalignment	qualityScoreNotes	qualityNonChordTones	qualityMissingChordTones	qualitySquaredSum	incongruentBass
0.0	3.0	1.0	['B4', 'D5', 'G#5']	['m3', 'M6']	[True, True, True]	1.0	3.0	0.0	iio	True	('B', 'D', 'G#')	B	G#	1.0	diminished triad	(2, 8, 11)	F#	F#	2	None	False	['B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#']	0.0	0.0	0.0	0.0
0.125	3.0	1.0	['B4', 'D5', 'G#5']	['m3', 'M6']	[False, False, False]	1.0	3.0	0.0	iio	False	('B', 'D', 'G#')	B	G#	1.0	diminished triad	(2, 8, 11)	F#	F#	2	None	False	['B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#']	0.0	0.0	0.0	0.0
0.25	3.0	1.0	['B4', 'D5', 'G#5']	['m3', 'M6']	[False, False, False]	1.0	3.0	0.0	iio	False	('B', 'D', 'G#')	B	G#	1.0	diminished triad	(2, 8, 11)	F#	F#	2	None	False	['B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#']	0.0	0.0	0.0	0.0
0.375	3.0	1.0	['B4', 'D5', 'G#5']	['m3', 'M6']	[False, False, False]	1.0	3.0	0.0	iio	False	('B', 'D', 'G#')	B	G#	1.0	diminished triad	(2, 8, 11)	F#	F#	2	None	False	['B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#']	0.0	0.0	0.0	0.0
0.5	3.0	1.0	['B4', 'D5', 'G#5']	['m3', 'M6']	[False, False, False]	1.0	3.0	0.0	iio	False	('B', 'D', 'G#')	B	G#	1.0	diminished triad	(2, 8, 11)	F#	F#	2	None	False	['B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#']	0.0	0.0	0.0	0.0
0.625	3.0	1.0	['B4', 'D5', 'G#5']	['m3', 'M6']	[False, False, False]	1.0	3.0	0.0	iio	False	('B', 'D', 'G#')	B	G#	1.0	diminished triad	(2, 8, 11)	F#	F#	2	None	False	['B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#']	0.0	0.0	0.0	0.0
0.75	3.0	1.0	['B4', 'D5', 'G#5']	['m3', 'M6']	[False, False, False]	1.0	3.0	0.0	iio	False	('B', 'D', 'G#')	B	G#	1.0	diminished triad	(2, 8, 11)	F#	F#	2	None	False	['B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#']	0.0	0.0	0.0	0.0
0.875	3.0	1.0	['B4', 'D5', 'G#5']	['m3', 'M6']	[False, False, False]	1.0	3.0	0.0	iio	False	('B', 'D', 'G#')	B	G#	1.0	diminished triad	(2, 8, 11)	F#	F#	2	None	False	['B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#']	0.0	0.0	0.0	0.0
1.0	3.0	1.0	['B4', 'D5', 'G#5']	['m3', 'M6']	[False, False, False]	1.0	3.0	0.0	iio	False	('B', 'D', 'G#')	B	G#	1.0	diminished triad	(2, 8, 11)	F#	F#	2	None	False	['B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#']	0.0	0.0	0.0	0.0
1.125	3.0	1.0	['B4', 'D5', 'G#5']	['m3', 'M6']	[False, False, False]	1.0	3.0	0.0	iio	False	('B', 'D', 'G#')	B	G#	1.0	diminished triad	(2, 8, 11)	F#	F#	2	None	False	['B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#', 'B', 'D', 'G#']	0.0	0.0	0.0	0.0
